0,1,2,3,4,5,label,path
0.9999877,2.8941286e-06,2.050912e-06,2.6688597e-06,1.5602992e-06,3.1161628e-06,0,../data/dataset/train/0/0779781012.jpg
0.9999994,1.2909575e-07,9.78612e-08,1.3906268e-07,6.100832e-08,1.4836655e-07,0,../data/dataset/train/0/0836135001.jpg
0.9999993,1.7669778e-07,7.9636635e-08,1.1297555e-07,6.425843e-08,1.3507754e-07,0,../data/dataset/train/0/0484767009.jpg
0.9999801,5.2844784e-06,3.1999875e-06,3.753544e-06,2.5795787e-06,5.0013973e-06,0,../data/dataset/train/0/0793368001.jpg
0.9999987,3.3544313e-07,2.3536502e-07,2.9482504e-07,1.65119e-07,3.528789e-07,0,../data/dataset/train/0/0796210002.jpg
0.99999905,2.809847e-07,1.5487038e-07,1.9469181e-07,1.0757196e-07,2.8083548e-07,0,../data/dataset/train/0/0779341002.jpg
0.99994445,1.4713031e-05,9.874481e-06,1.0873777e-05,7.3079495e-06,1.2840464e-05,0,../data/dataset/train/0/0791806001.jpg
0.9998253,6.512219e-05,2.4761503e-05,2.940933e-05,2.128103e-05,3.411653e-05,0,../data/dataset/train/0/0484538006.jpg
0.9999932,1.7490972e-06,1.0446022e-06,1.524281e-06,8.0425986e-07,1.5733794e-06,0,../data/dataset/train/0/0469562058.jpg
0.9999988,3.0377217e-07,1.8888069e-07,2.4428155e-07,1.2833718e-07,3.0322573e-07,0,../data/dataset/train/0/0799708001.jpg
0.99999285,1.6846151e-06,1.2353327e-06,1.4890301e-06,9.3831386e-07,1.8299269e-06,0,../data/dataset/train/0/0790368009.jpg
0.99996746,8.209139e-06,5.1926995e-06,6.9679436e-06,4.438625e-06,7.733884e-06,0,../data/dataset/train/0/0775715001.jpg
0.9998902,2.9776611e-05,1.6406268e-05,2.2735787e-05,1.599542e-05,2.4843534e-05,0,../data/dataset/train/0/0487827014.jpg
0.99999595,1.131567e-06,6.424053e-07,8.5510516e-07,4.78307e-07,9.619168e-07,0,../data/dataset/train/0/0775715003.jpg
0.99998796,2.960465e-06,2.0036457e-06,2.4034214e-06,1.5600139e-06,3.131261e-06,0,../data/dataset/train/0/0793852001.jpg
0.9999994,1.4314816e-07,9.8097225e-08,1.2721387e-07,6.501998e-08,1.4401189e-07,0,../data/dataset/train/0/0798773001.jpg
0.9999999,2.8133764e-08,1.6445531e-08,2.1717668e-08,1.0998739e-08,3.230422e-08,0,../data/dataset/train/0/0834229002.jpg
0.9999999,4.018478e-08,2.1082995e-08,3.3797434e-08,1.7564673e-08,4.2193204e-08,0,../data/dataset/train/0/0791341001.jpg
0.99996805,1.055576e-05,4.5641254e-06,5.8741675e-06,3.8277417e-06,7.1700238e-06,0,../data/dataset/train/0/0484538004.jpg
0.9998431,4.1570453e-05,2.4808296e-05,3.0194273e-05,2.8279757e-05,3.2050695e-05,0,../data/dataset/train/0/0832798001.jpg
0.9999205,2.3097937e-05,1.2837867e-05,1.4919195e-05,1.1087533e-05,1.7538934e-05,0,../data/dataset/train/0/0839237001.jpg
1.0,1.4417055e-09,8.798206e-10,1.1297249e-09,5.0984056e-10,1.653548e-09,0,../data/dataset/train/0/0836486002.jpg
0.9999993,1.6448854e-07,1.0296061e-07,1.293105e-07,6.9238624e-08,1.6806665e-07,0,../data/dataset/train/0/0796245001.jpg
0.99998593,3.841454e-06,2.1300218e-06,2.9218893e-06,1.9335341e-06,3.2613225e-06,0,../data/dataset/train/0/0484760002.jpg
0.9999988,2.9866305e-07,1.8026044e-07,2.5694803e-07,1.1903811e-07,2.6723518e-07,0,../data/dataset/train/0/0778723001.jpg
0.9999993,2.0245523e-07,1.08440496e-07,1.4384717e-07,7.219672e-08,1.7064673e-07,0,../data/dataset/train/0/0832381002.jpg
0.9999976,6.216822e-07,4.0377472e-07,5.855545e-07,2.95005e-07,6.217753e-07,0,../data/dataset/train/0/0838726005.jpg
0.9999677,1.1345991e-05,4.4941567e-06,5.581123e-06,3.8760973e-06,6.9421167e-06,0,../data/dataset/train/0/0482178001.jpg
0.9999776,5.246277e-06,3.5800767e-06,3.4513816e-06,2.4208491e-06,7.765787e-06,0,../data/dataset/train/0/0774410003.jpg
0.9998487,4.7589856e-05,2.2561084e-05,2.8775517e-05,1.975326e-05,3.253586e-05,0,../data/dataset/train/0/0249136011.jpg
0.9999999,3.142993e-08,1.2592065e-08,1.654533e-08,7.340867e-09,2.0940643e-08,0,../data/dataset/train/0/0838340003.jpg
0.9999664,8.955715e-06,5.363713e-06,6.982291e-06,4.826746e-06,7.5905036e-06,0,../data/dataset/train/0/0831412001.jpg
0.99999034,2.6928737e-06,1.5347366e-06,1.8371089e-06,1.1729777e-06,2.4115986e-06,0,../data/dataset/train/0/0156610007.jpg
0.9999976,8.091865e-07,3.3923766e-07,4.3890398e-07,2.3778969e-07,5.1128677e-07,0,../data/dataset/train/0/0793850004.jpg
0.99999475,1.4183488e-06,8.287614e-07,1.1064487e-06,6.02227e-07,1.2837393e-06,0,../data/dataset/train/0/0416157027.jpg
0.9999999,4.5223462e-08,2.7235327e-08,3.7524693e-08,1.8766524e-08,5.441025e-08,0,../data/dataset/train/0/0795819013.jpg
0.99999857,4.880529e-07,2.1486872e-07,2.407947e-07,1.72966e-07,2.9493808e-07,0,../data/dataset/train/0/0835376001.jpg
0.99999166,2.0011382e-06,1.3984366e-06,1.9056282e-06,1.0068335e-06,2.1111073e-06,0,../data/dataset/train/0/0798938008.jpg
0.9999926,1.8260109e-06,1.2978375e-06,1.4932306e-06,8.819753e-07,1.8785208e-06,0,../data/dataset/train/0/0791490006.jpg
0.9999963,8.4476045e-07,6.355029e-07,8.650351e-07,4.491498e-07,9.167051e-07,0,../data/dataset/train/0/0775382002.jpg
0.99999917,1.9173247e-07,1.2631308e-07,1.6301229e-07,9.4185076e-08,2.4872864e-07,0,../data/dataset/train/0/0795819006.jpg
0.9999713,6.835752e-06,4.743136e-06,5.525639e-06,4.502972e-06,7.108871e-06,0,../data/dataset/train/0/0772781001.jpg
0.99999356,1.5929259e-06,9.955212e-07,1.406715e-06,8.610581e-07,1.6138991e-06,0,../data/dataset/train/0/0240840032.jpg
0.9999511,1.2560479e-05,8.2109955e-06,9.458867e-06,6.5911413e-06,1.2034314e-05,0,../data/dataset/train/0/0836212001.jpg
0.9999964,9.355856e-07,5.320289e-07,7.3862213e-07,4.2484967e-07,9.406476e-07,0,../data/dataset/train/0/0796973002.jpg
0.99999344,1.4602766e-06,1.1449781e-06,1.4563185e-06,8.3511463e-07,1.6355149e-06,0,../data/dataset/train/0/0775414005.jpg
0.99999416,1.771326e-06,9.324997e-07,1.2112478e-06,7.12136e-07,1.1988294e-06,0,../data/dataset/train/0/0774105001.jpg
0.99996924,7.624952e-06,5.0666376e-06,6.4462174e-06,3.8621074e-06,7.779212e-06,0,../data/dataset/train/0/0837851004.jpg
0.99999225,2.1790881e-06,1.4392266e-06,1.5201784e-06,9.1087315e-07,1.7087671e-06,0,../data/dataset/train/0/0777136004.jpg
0.9999938,1.6138517e-06,1.055657e-06,1.2247575e-06,7.6929473e-07,1.5465534e-06,0,../data/dataset/train/0/0838726004.jpg
0.9999243,2.0913807e-05,1.4118206e-05,1.4025783e-05,1.0426317e-05,1.6324933e-05,0,../data/dataset/train/0/0777038001.jpg
0.99999654,7.9088494e-07,5.222612e-07,7.012515e-07,4.667806e-07,9.62345e-07,0,../data/dataset/train/0/0794904008.jpg
0.999961,1.0546579e-05,6.633861e-06,7.3567885e-06,5.2823616e-06,9.215187e-06,0,../data/dataset/train/0/0779781005.jpg
0.999998,5.7326116e-07,2.9815598e-07,3.8976904e-07,2.1371945e-07,4.4725144e-07,0,../data/dataset/train/0/0832381003.jpg
0.99999857,3.8598367e-07,2.3831299e-07,2.9633256e-07,1.6230686e-07,3.5771535e-07,0,../data/dataset/train/0/0837306003.jpg
0.9999962,9.681265e-07,6.1024326e-07,8.21635e-07,4.43271e-07,9.48024e-07,0,../data/dataset/train/0/0796210001.jpg
0.9999999,5.3776763e-08,3.0878983e-08,3.973419e-08,2.0589463e-08,6.274454e-08,0,../data/dataset/train/0/0836486003.jpg
0.99999833,4.1533428e-07,2.5806702e-07,3.1673085e-07,1.8497911e-07,4.3234004e-07,0,../data/dataset/train/0/0779341001.jpg
0.9999951,1.4558709e-06,8.3115367e-07,8.860909e-07,5.451556e-07,1.113375e-06,0,../data/dataset/train/0/0793368002.jpg
0.9999659,9.218264e-06,6.044384e-06,6.4765127e-06,4.7101325e-06,7.5457083e-06,0,../data/dataset/train/0/0837941001.jpg
0.9999993,1.5756285e-07,1.03335594e-07,1.5155734e-07,7.031207e-08,1.6041619e-07,0,../data/dataset/train/0/0469562067.jpg
0.9999963,9.492401e-07,6.2962835e-07,7.935215e-07,4.726333e-07,9.348568e-07,0,../data/dataset/train/0/0772344009.jpg
0.9999958,1.1186056e-06,6.8055397e-07,8.9791837e-07,5.1444545e-07,1.0226979e-06,0,../data/dataset/train/0/0775715002.jpg
0.9999937,1.598456e-06,1.1317037e-06,1.2895798e-06,8.006543e-07,1.559398e-06,0,../data/dataset/train/0/0772176003.jpg
0.999998,5.1269706e-07,3.6858626e-07,4.3124987e-07,2.407833e-07,5.0210883e-07,0,../data/dataset/train/0/0774117001.jpg
0.999987,3.4815107e-06,2.0014954e-06,2.7113826e-06,1.6615005e-06,3.1272502e-06,0,../data/dataset/train/0/0777564002.jpg
0.9999126,1.8532879e-05,1.3275694e-05,1.5999636e-05,1.1388423e-05,2.8128508e-05,0,../data/dataset/train/0/0778506002.jpg
0.9999137,2.1226908e-05,1.2589619e-05,1.5579111e-05,1.226681e-05,2.45411e-05,0,../data/dataset/train/0/0487827013.jpg
0.9999963,9.481064e-07,6.2867497e-07,7.3813675e-07,4.4149573e-07,9.008024e-07,0,../data/dataset/train/0/0487827007.jpg
0.9999771,5.9708022e-06,4.014594e-06,4.7107874e-06,2.8626755e-06,5.2835253e-06,0,../data/dataset/train/0/0799365009.jpg
0.9999875,3.5438431e-06,1.9416048e-06,2.5183904e-06,1.5469906e-06,2.9803443e-06,0,../data/dataset/train/0/0794935004.jpg
0.99999833,4.3824306e-07,2.6366138e-07,3.1730707e-07,1.7886711e-07,4.2912163e-07,0,../data/dataset/train/0/0836569001.jpg
0.99999225,1.8846983e-06,1.3000271e-06,1.6127276e-06,9.1327126e-07,1.9789727e-06,0,../data/dataset/train/0/0774152001.jpg
0.9998779,4.1043008e-05,1.7690312e-05,2.2620903e-05,1.7080985e-05,2.3671802e-05,0,../data/dataset/train/0/0790666001.jpg
0.9999894,2.5944871e-06,1.6719746e-06,2.1825801e-06,1.6306024e-06,2.502856e-06,0,../data/dataset/train/0/0482176001.jpg
0.999997,6.823283e-07,5.1056725e-07,6.277414e-07,3.8436534e-07,7.8041836e-07,0,../data/dataset/train/0/0791582002.jpg
0.9999999,4.84904e-08,3.240759e-08,4.374447e-08,2.2048606e-08,5.0120576e-08,0,../data/dataset/train/0/0779781001.jpg
0.99998915,2.8900424e-06,1.7802029e-06,2.3712273e-06,1.4185721e-06,2.3878679e-06,0,../data/dataset/train/0/0771813002.jpg
0.9999982,4.802062e-07,2.6256401e-07,3.7037387e-07,1.8667454e-07,4.1064462e-07,0,../data/dataset/train/0/0777038005.jpg
0.99998033,5.391236e-06,3.3279216e-06,3.7039533e-06,2.459577e-06,4.6945406e-06,0,../data/dataset/train/0/0779781015.jpg
0.9999993,1.8062828e-07,1.14293094e-07,1.5738459e-07,8.661491e-08,1.8212397e-07,0,../data/dataset/train/0/0249136028.jpg
0.99999917,2.3933623e-07,1.3674918e-07,1.8086871e-07,9.317607e-08,2.0919879e-07,0,../data/dataset/train/0/0839844002.jpg
0.9999783,5.4468264e-06,3.9030538e-06,4.17796e-06,2.775461e-06,5.3662234e-06,0,../data/dataset/train/0/0772195001.jpg
0.9999864,3.207903e-06,2.2577888e-06,3.1921074e-06,1.660584e-06,3.2192581e-06,0,../data/dataset/train/0/0775414001.jpg
0.99999535,1.5992182e-06,6.835705e-07,7.481102e-07,5.808257e-07,9.433075e-07,0,../data/dataset/train/0/0792071003.jpg
1.0,5.0126847e-10,3.3431125e-10,4.4760623e-10,1.6227868e-10,5.5482713e-10,0,../data/dataset/train/0/0776069003.jpg
0.99999917,2.1241377e-07,1.6231716e-07,1.9539719e-07,9.671496e-08,2.2047846e-07,0,../data/dataset/train/0/0793850001.jpg
0.9999937,1.6751756e-06,9.964523e-07,1.3461762e-06,7.9294455e-07,1.4519228e-06,0,../data/dataset/train/0/0416157036.jpg
0.99999785,5.310396e-07,3.5723716e-07,4.5014704e-07,2.6207084e-07,5.4778684e-07,0,../data/dataset/train/0/0838909001.jpg
0.99998724,3.2272744e-06,2.2052218e-06,2.4087728e-06,1.5755983e-06,3.4000873e-06,0,../data/dataset/train/0/0791490002.jpg
1.0,1.7896559e-08,1.06330305e-08,1.582209e-08,6.61729e-09,1.728082e-08,0,../data/dataset/train/0/0798938018.jpg
0.9999833,3.8605563e-06,2.4423948e-06,3.1715756e-06,2.3553869e-06,4.87434e-06,0,../data/dataset/train/0/0779693001.jpg
1.0,5.930563e-11,2.3835194e-11,3.4626663e-11,1.36502224e-11,4.4944617e-11,0,../data/dataset/train/0/0795819002.jpg
0.9999751,6.1211276e-06,4.0997716e-06,5.435595e-06,3.2475846e-06,6.1203395e-06,0,../data/dataset/train/0/0798938025.jpg
0.99996984,7.3405736e-06,4.9809073e-06,6.0267885e-06,4.31775e-06,7.4363084e-06,0,../data/dataset/train/0/0779951002.jpg
0.9999926,1.9965364e-06,1.3236747e-06,1.4080007e-06,8.8752984e-07,1.8257427e-06,0,../data/dataset/train/0/0776833002.jpg
0.99999845,4.1896166e-07,2.504869e-07,3.1715223e-07,1.7420223e-07,4.1521866e-07,0,../data/dataset/train/0/0791490003.jpg
0.99999905,2.2095624e-07,1.5182698e-07,2.023463e-07,1.2083389e-07,2.5975237e-07,0,../data/dataset/train/0/0775579005.jpg
0.9999443,1.3553361e-05,9.432139e-06,1.1190511e-05,7.494762e-06,1.401455e-05,0,../data/dataset/train/0/0796789001.jpg
0.9998901,3.1186515e-05,1.7709703e-05,1.9785468e-05,1.621556e-05,2.4992125e-05,0,../data/dataset/train/0/0792071002.jpg
0.9999989,2.2772849e-07,1.8819478e-07,2.2383598e-07,1.3256849e-07,2.8059424e-07,0,../data/dataset/train/0/0775210001.jpg
0.99959904,7.977078e-05,6.805741e-05,8.249503e-05,6.872659e-05,0.000101946884,0,../data/dataset/train/0/0773855001.jpg
1.0,1.8927608e-08,1.2182299e-08,1.7955676e-08,8.33446e-09,1.9356184e-08,0,../data/dataset/train/0/0249136015.jpg
0.9999976,6.807765e-07,3.911709e-07,5.0470544e-07,2.7676947e-07,5.8407545e-07,0,../data/dataset/train/0/0839844003.jpg
0.99996567,8.89624e-06,5.6884755e-06,6.603531e-06,4.559616e-06,8.554109e-06,0,../data/dataset/train/0/0837351002.jpg
1.0,1.8112424e-08,1.0066536e-08,1.47277115e-08,6.7619887e-09,1.9796467e-08,0,../data/dataset/train/0/0770771001.jpg
0.99988127,3.1264382e-05,1.883908e-05,2.2373093e-05,1.697704e-05,2.9293215e-05,0,../data/dataset/train/0/0790577002.jpg
0.99999416,1.5991918e-06,9.3006173e-07,1.2367711e-06,6.976697e-07,1.3182686e-06,0,../data/dataset/train/0/0777038004.jpg
0.9999951,1.1946615e-06,8.0561324e-07,1.1033408e-06,5.992458e-07,1.2042035e-06,0,../data/dataset/train/0/0796685001.jpg
0.999941,1.5240656e-05,1.0602164e-05,1.2517351e-05,7.425195e-06,1.3269387e-05,0,../data/dataset/train/0/0799383002.jpg
0.9999988,3.2707413e-07,1.9914839e-07,2.4896448e-07,1.3184828e-07,2.8126183e-07,0,../data/dataset/train/0/0777136001.jpg
0.9999907,2.3026657e-06,1.5712642e-06,1.8356542e-06,1.1678492e-06,2.3608352e-06,0,../data/dataset/train/0/0834059001.jpg
0.9999927,1.7547103e-06,1.2097153e-06,1.5085749e-06,9.438845e-07,1.9023818e-06,0,../data/dataset/train/0/0796210004.jpg
0.999987,3.2736034e-06,2.1546307e-06,2.571942e-06,1.6582032e-06,3.3411889e-06,0,../data/dataset/train/0/0837306006.jpg
0.99973196,8.60023e-05,3.8910686e-05,4.5400102e-05,3.572073e-05,6.201288e-05,0,../data/dataset/train/0/0774007001.jpg
0.999987,3.1260483e-06,2.2683505e-06,2.7893473e-06,1.6347183e-06,3.1849968e-06,0,../data/dataset/train/0/0834960001.jpg
0.99999607,9.938627e-07,6.510238e-07,8.1352994e-07,4.8690987e-07,1.0017015e-06,0,../data/dataset/train/0/0796210010.jpg
0.9999684,9.377161e-06,4.8613106e-06,6.352649e-06,4.6219416e-06,6.360657e-06,0,../data/dataset/train/0/0838645001.jpg
0.99998295,4.4316093e-06,2.7850058e-06,3.5975957e-06,2.1760256e-06,4.184483e-06,0,../data/dataset/train/0/0777564001.jpg
0.9999962,1.1315187e-06,6.371759e-07,7.335151e-07,4.6437125e-07,9.120363e-07,0,../data/dataset/train/0/0770132003.jpg
0.9999957,1.1587999e-06,6.757957e-07,9.0944496e-07,5.145499e-07,1.0437066e-06,0,../data/dataset/train/0/0775715005.jpg
0.9999789,7.238698e-06,3.10988e-06,3.977714e-06,2.4472454e-06,4.277909e-06,0,../data/dataset/train/0/0771665001.jpg
0.99998057,5.021659e-06,3.3236404e-06,3.8014657e-06,2.4740432e-06,4.734571e-06,0,../data/dataset/train/0/0484538002.jpg
1.0,1.2468856e-09,8.8067353e-10,1.3324063e-09,5.091088e-10,1.3891588e-09,0,../data/dataset/train/0/0469562048.jpg
0.9999554,1.0689131e-05,6.3528087e-06,8.1673425e-06,6.051628e-06,1.3387447e-05,0,../data/dataset/train/0/0412707025.jpg
0.99996877,8.063403e-06,6.188649e-06,5.757189e-06,3.877433e-06,7.274604e-06,0,../data/dataset/train/0/0798579009.jpg
0.99997246,6.762142e-06,4.499217e-06,5.537674e-06,3.327854e-06,7.39691e-06,0,../data/dataset/train/0/0774152002.jpg
0.99999,2.7606523e-06,1.5152192e-06,2.1241353e-06,1.3452549e-06,2.3200337e-06,0,../data/dataset/train/0/0466579004.jpg
1.0,1.0682977e-08,5.6133542e-09,6.7096098e-09,3.3866985e-09,1.2740546e-08,0,../data/dataset/train/0/0836486004.jpg
0.9999976,6.183237e-07,3.9975433e-07,5.411348e-07,2.8181108e-07,6.253159e-07,0,../data/dataset/train/0/0796210012.jpg
0.9999974,7.479661e-07,4.3596788e-07,5.018572e-07,2.9474288e-07,6.4060634e-07,0,../data/dataset/train/0/0837306010.jpg
0.9999894,2.5944871e-06,1.6719746e-06,2.1825801e-06,1.6306024e-06,2.502856e-06,0,../data/dataset/train/0/0482176002.jpg
0.999966,9.3048575e-06,5.613188e-06,6.821793e-06,4.4112653e-06,7.823097e-06,0,../data/dataset/train/0/0771813001.jpg
0.9999933,1.5816207e-06,1.1393997e-06,1.324777e-06,8.0368034e-07,1.7156416e-06,0,../data/dataset/train/0/0779781002.jpg
0.9999852,3.809402e-06,2.131349e-06,2.421154e-06,1.6414439e-06,4.779246e-06,0,../data/dataset/train/0/0832381004.jpg
0.9999993,1.6093443e-07,1.1973428e-07,1.4760894e-07,8.0083545e-08,1.7453279e-07,0,../data/dataset/train/0/0839311003.jpg
0.9999957,1.0976615e-06,6.7199744e-07,9.04852e-07,5.095913e-07,1.1232503e-06,0,../data/dataset/train/0/0156610001.jpg
0.999992,1.9105348e-06,1.3760251e-06,1.5986806e-06,1.0350167e-06,1.9464246e-06,0,../data/dataset/train/0/0834063002.jpg
0.99999905,2.4982432e-07,1.5668755e-07,1.9519024e-07,1.0960139e-07,2.6029943e-07,0,../data/dataset/train/0/0791490001.jpg
0.99999535,1.1042347e-06,6.7478373e-07,9.3086504e-07,5.6569013e-07,1.3185745e-06,0,../data/dataset/train/0/0795819001.jpg
0.9999982,4.8742294e-07,2.6592596e-07,3.6977778e-07,1.951292e-07,4.1978345e-07,0,../data/dataset/train/0/0832969008.jpg
0.99996185,1.0555986e-05,7.343785e-06,6.94813e-06,4.758968e-06,8.514529e-06,0,../data/dataset/train/0/0776833001.jpg
1.0,1.7313184e-08,1.0287995e-08,1.4149623e-08,6.954915e-09,2.054878e-08,0,../data/dataset/train/0/0795819014.jpg
0.99999523,1.1800174e-06,7.4936605e-07,9.939348e-07,5.234967e-07,1.3668495e-06,0,../data/dataset/train/0/0779643008.jpg
0.9999949,1.3279083e-06,7.990297e-07,1.0350936e-06,5.7090307e-07,1.2761238e-06,0,../data/dataset/train/0/0416157034.jpg
0.99998593,3.6698539e-06,2.39934e-06,2.6765422e-06,1.8515218e-06,3.3701085e-06,0,../data/dataset/train/0/0796789002.jpg
0.99928254,0.00019490563,0.00011744604,0.00012400505,0.000109406,0.00017178575,0,../data/dataset/train/0/0792071001.jpg
0.99977535,7.347554e-05,3.3633136e-05,3.8002814e-05,3.1419386e-05,4.8107137e-05,0,../data/dataset/train/0/0775310002.jpg
0.9999994,1.2839443e-07,1.0297771e-07,1.2787034e-07,7.151448e-08,1.5257164e-07,0,../data/dataset/train/0/0775210002.jpg
0.9999924,1.9753677e-06,1.2643317e-06,1.5274286e-06,9.49144e-07,1.9073058e-06,0,../data/dataset/train/0/0837351001.jpg
0.9999852,3.663026e-06,2.358932e-06,2.98566e-06,1.9222e-06,3.8323365e-06,0,../data/dataset/train/0/0790577001.jpg
0.999726,5.4642038e-05,4.2772328e-05,6.464431e-05,3.558237e-05,7.6324635e-05,0,../data/dataset/train/0/0483101001.jpg
0.9999994,1.5485936e-07,8.812822e-08,1.1248297e-07,6.128858e-08,1.4447258e-07,0,../data/dataset/train/0/0839311002.jpg
0.99999917,1.8348007e-07,1.4275945e-07,1.714532e-07,9.974107e-08,2.354509e-07,0,../data/dataset/train/0/0779781003.jpg
0.999992,2.0829202e-06,1.3075006e-06,1.5610277e-06,1.0021982e-06,2.041256e-06,0,../data/dataset/train/0/0834059002.jpg
0.9998192,4.392687e-05,2.996418e-05,3.6776764e-05,2.7343624e-05,4.2934807e-05,0,../data/dataset/train/0/0837851002.jpg
0.9999989,2.8966664e-07,1.8210687e-07,2.0696312e-07,1.1010403e-07,2.547346e-07,0,../data/dataset/train/0/0799383001.jpg
0.9999651,1.0016566e-05,5.3304284e-06,6.335584e-06,4.223691e-06,9.090439e-06,0,../data/dataset/train/0/0774410004.jpg
0.99987113,3.3414533e-05,2.1483645e-05,2.495545e-05,1.9555095e-05,2.9518356e-05,0,../data/dataset/train/0/0834960002.jpg
0.99999917,2.0640024e-07,1.2007412e-07,1.5137879e-07,8.1280454e-08,1.8094634e-07,0,../data/dataset/train/0/0837306011.jpg
1.0,3.5386982e-09,1.897687e-09,2.4032334e-09,1.103416e-09,3.6236247e-09,0,../data/dataset/train/0/0836486005.jpg
0.9999993,1.727294e-07,1.2502034e-07,1.4924353e-07,8.0357744e-08,1.8690133e-07,0,../data/dataset/train/0/0834694001.jpg
